,Unnamed: 0,Unnamed: 0.1,key,nickname,rookie_year,state_prov,team_number,events,OPR,DPR,CCWM
1654,1654,3548,frc4240,TroTek Warriors,2012.0,Georgia,4240,"['2018gaalb', '2018gacmp', '2018gacol']",79.48594987809044,83.24436802269499,-3.7584181446045526
1655,1655,3549,frc4241,Joliet Cyborgs ,2012.0,Illinois,4241,"['2018ilch', '2018ilpe']",101.4649319293566,83.14882061064296,18.316111318713773
1656,1656,3550,frc4242,Fresh T.E.C.H.,2012.0,District of Columbia,4242,"['2018chcmp', '2018mdoxo', '2018vagdc']",101.48731495760232,105.05529360932076,-3.56797865171855
1657,1657,3551,frc4243,Excelsior!,2012.0,South Carolina,4243,['2018scmb'],43.07607348006283,86.1326116727179,-43.05653819265509
1658,1658,3554,frc4246,Resurrected Robotics,2012.0,Illinois,4246,['2018mosl'],59.21189315245442,77.21673383088014,-18.004840678425676
1659,1659,3555,frc4247,CougarBots,2012.0,Wisconsin,4247,"['2018wila', '2018wimi']",52.97791881826931,142.22959588874613,-89.25167707047686
1660,1660,3556,frc4248,Bits & Pieces,2012.0,Ontario,4248,"['2018onosh', '2018onwat']",66.2845049293408,110.70612150846205,-44.421616579121334
1661,1661,3560,frc4252,Cardinal Robotics,2012.0,Ontario,4252,"['2018onosh', '2018onto1']",52.808632595927186,116.14422801328394,-63.335595417356785
1662,1662,3561,frc4253,Raid Zero,2012.0,Taipei,4253,"['2018ausc', '2018cmpmi', '2018hiho', '2018nyut']",182.62067909154828,34.645024461485356,147.97565463006296
1663,1663,3563,frc4255,RoboDores,2012.0,California,4255,"['2018caav', '2018casj']",86.1693514700087,116.75408682282493,-30.584735352816228
1664,1664,3564,frc4256,Cyborg Cats,2012.0,Missouri,4256,"['2018cmptx', '2018ilpe', '2018mosl']",94.33257506741208,108.62053106685816,-14.287955999446094
1665,1665,3568,frc4260,BEAR Bucs,2012.0,Minnesota,4260,['2018iacf'],114.40520533938881,133.39589859049596,-18.990693251107118
1666,1666,3570,frc4262,Tecmilenio - RoboHawk - 4262,2012.0,Querétaro,4262,['2018mxto'],34.092211272944795,72.84714201276194,-38.75493073981723
1667,1667,3571,frc4263,CyberDragon,2012.0,New York,4263,['2018nyny'],107.48995340612628,88.13764232122011,19.35231108490608
1668,1668,3572,frc4264,The Fellowship of the Springs,2012.0,Tennessee,4264,['2018tnkn'],131.33495499706376,86.74176916468741,44.59318583237615
1669,1669,3573,frc4265,Secret City Wildbots,2012.0,Tennessee,4265,"['2018cmptx', '2018scmb', '2018tnkn']",115.603465176166,58.421939949567715,57.18152522659842
1670,1670,3575,frc4267,Brave Bots,2012.0,South Carolina,4267,['2018scmb'],85.13388809364358,119.39699370809862,-34.26310561445484
1671,1671,3577,frc4269,CardinalBots,2012.0,Ohio,4269,"['2018ilch', '2018paca']",31.608848456599333,114.34554215979074,-82.73669370319145
1672,1672,3578,frc4270,Crusaders,2012.0,Hawaii,4270,"['2018casd', '2018cmptx', '2018hiho']",85.82249592864451,83.52502782596801,2.2974681026764667
1673,1673,3580,frc4272,Maverick Boiler Robotics,2012.0,Indiana,4272,"['2018incmp', '2018inmis', '2018inwla']",81.78881699629909,61.58798982671372,20.20082716958537
1674,1674,3583,frc4276,Surf City Vikings,2012.0,California,4276,"['2018caav', '2018cair']",111.92231134117371,65.97750182206792,45.94480951910576
1675,1675,3584,frc4277,Thingamajiggers,2012.0,Minnesota,4277,['2018mnmi2'],91.95354218129123,93.31925549204782,-1.365713310756611
1676,1676,3588,frc4281, Bulldogs,2012.0,New Jersey,4281,"['2018njbri', '2018njski']",26.395754523001536,119.9864430437829,-93.59068852078143
1677,1677,3590,frc4283,INSPIRE Robotics,2012.0,Ohio,4283,['2018ohmv'],15.708068941085706,183.92082947611738,-168.21276053503163
1678,1678,3591,frc4284,ScotBot4284,2012.0,Ohio,4284,"['2018ohmv', '2018tnkn']",75.03063391287502,102.4324747109955,-27.40184079812051
1679,1679,3592,frc4285,Camo-Bots,2012.0,Pennsylvania,4285,"['2018njtab', '2018pahat']",69.41612415538859,92.9759062777048,-23.559782122316182
1680,1680,3593,frc4286,Imperial Robotics,2012.0,Virginia,4286,"['2018vagle', '2018vapor']",18.811996806107246,137.58307081686422,-118.77107401075696
1681,1681,3597,frc4290,Bots of War,2012.0,North Carolina,4290,"['2018nccmp', '2018ncpem', '2018ncwin']",141.70577105331833,56.56275967565828,85.14301137766003
1682,1682,3598,frc4291,AstroBots,2012.0,North Carolina,4291,"['2018ncgre', '2018ncwin']",35.57146211315677,110.69782817647459,-75.1263660633178
1683,1683,3599,frc4292,PorterBots,2012.0,Illinois,4292,['2018ilch'],27.68479063711922,120.40884999668464,-92.72405935956537
1684,1684,3600,frc4293,Komodo,2012.0,Colorado,4293,"['2018cmptx', '2018code']",125.56109422327506,19.022428262337325,106.53866596093778
1685,1685,3602,frc4295,Hudson Robotics,2012.0,Texas,4295,['2018txho'],37.113238587700195,100.18972745891358,-63.076488871213385
1686,1686,3603,frc4296,Trident Robotics,2012.0,Illinois,4296,"['2018ilpe', '2018wimi']",101.91446733792813,97.67481864921236,4.2396486887158105
1687,1687,3606,frc4299,BCS Robo Sharks,2012.0,New York,4299,['2018nyny'],73.00584032206751,94.77125634391095,-21.765416021843425
1688,1688,3608,frc4301,SM Energy New Tech Narcissists,2012.0,Texas,4301,['2018txlu'],39.602560072236884,95.0640877222561,-55.46152765001926
1689,1689,3611,frc4306,RoboKomodos,2012.0,Tennessee,4306,"['2018alhu', '2018cmptx', '2018tnkn']",90.39102946947281,105.12090314280054,-14.729873673327717
1690,1690,3613,frc4308,ABSOLUTE ROBOTICS,2012.0,Ontario,4308,"['2018oncmp2', '2018onham', '2018onto1']",103.16962246127757,139.35838180160957,-36.188759340332005
1691,1691,3614,frc4309,4-H Botsmiths,2012.0,Washington,4309,"['2018orwil', '2018wasno']",86.53564687809278,113.60253215529931,-27.06688527720656
1692,1692,3616,frc4311,Swampscott Currents,2012.0,Massachusetts,4311,"['2018mabos', '2018marea']",56.677289644818934,102.82975734628712,-46.15246770146817
1693,1693,3617,frc4314,SUL Abe-Ro-Bots,2012.0,Illinois,4314,['2018ilpe'],108.71268263068191,92.10735727232525,16.60532535835667
1694,1694,3622,frc4319,Ladies FIRST,2012.0,HaDarom,4319,"['2018isde1', '2018isde2']",41.792854692996315,108.28241422107016,-66.48955952807381
1695,1695,3623,frc4320,The Joker,2012.0,HaMerkaz,4320,"['2018iscmp', '2018isde2', '2018isde4']",74.51621549205645,96.43185228466393,-21.915636792607476
1696,1696,3625,frc4322,Clockwork Oranges,2012.0,California,4322,"['2018caav', '2018cair']",141.9152694953108,79.2416810792019,62.67358841610895
1697,1697,3628,frc4325,RoboRangers,2012.0,Michigan,4325,"['2018miken', '2018misjo']",147.57431950117956,79.14335816697812,68.43096133420141
1698,1698,3630,frc4327,Q Branch,2012.0,Michigan,4327,"['2018micmp2', '2018migib', '2018milak']",104.29018320049899,59.28902821263123,45.001154987867835
1699,1699,3631,frc4328,Furious Falcons,2012.0,Texas,4328,['2018txho'],62.3621569066517,75.04966837111307,-12.687511464461249
1700,1700,3632,frc4329,Lutheran Roboteers,2012.0,Missouri,4329,"['2018iacf', '2018mosl']",102.05252435966693,134.67863553455376,-32.626111174886795
1701,1701,3633,frc4330,Rambunction,2012.0,Missouri,4330,"['2018ilpe', '2018mosl']",84.37324486580366,101.35752936820691,-16.984284502403266
1702,1702,3635,frc4332,EHS RoboCats,2012.0,Texas,4332,['2018txsa'],60.17410367227836,89.08765775520456,-28.91355408292615
1703,1703,3637,frc4334,Alberta Tech Alliance (ATA),2012.0,Alberta,4334,"['2018abca', '2018bcvi']",149.4735370808883,63.417625093097776,86.0559119877905
1704,1704,3638,frc4335,Metallic Clouds,2012.0,Texas,4335,['2018lake'],-16.83580022084471,133.26481010288097,-150.10061032372568
1705,1705,3639,frc4336,Ramageddon,2012.0,Louisiana,4336,['2018lake'],83.70548814169595,97.29643021203086,-13.590942070334817
1706,1706,3640,frc4337,R 13,2012.0,Michigan,4337,"['2018mifor', '2018miwmi']",78.80802291524425,118.12785313519446,-39.3198302199503
1707,1707,3641,frc4338,Falcons,2012.0,HaMerkaz,4338,"['2018isde1', '2018isde4']",82.69313633616545,124.31815149268184,-41.62501515651643
1708,1708,3644,frc4342,Demon Robotics,2012.0,Pennsylvania,4342,"['2018cmpmi', '2018mrcmp', '2018paphi', '2018pawch']",138.00016146061657,87.58730164490758,50.41285981570902
1709,1709,3645,frc4343,FRC 4343 MaxTech Robotics,2012.0,Ontario,4343,"['2018oncmp1', '2018onnob', '2018onnyo']",122.53649120921973,109.4089748563877,13.127516352832094
1710,1710,3650,frc4348,Bonneville Bots,2012.0,Utah,4348,['2018utwv'],27.39963611361118,74.45857822412214,-47.058942110510706
1711,1711,3655,frc4353,Krewe de Reauxbotics,2012.0,Louisiana,4353,['2018lake'],49.62188580937915,175.11912676776703,-125.49724095838795
1712,1712,3657,frc4355,CP-BOTS,2012.0,Durango,4355,"['2018mxto', '2018txlu']",97.78531825008609,55.72403223346626,42.061286016619846
1713,1713,3658,frc4356,CIA Robotics Presents - BIG Furious George,2012.0,Missouri,4356,"['2018ilpe', '2018mosl']",85.32044032695907,114.27471167870098,-28.95427135174188
1714,1714,3662,frc4360,Spudnik,2012.0,Minnesota,4360,['2018ndgf'],74.72567539038974,78.0957326933908,-3.3700573030011043
1715,1715,3663,frc4361,Roxbotix,2012.0,New Jersey,4361,"['2018cmpmi', '2018mrcmp', '2018njfla', '2018njski', '2018nyro']",112.07266735502463,71.94642921145129,40.12623814357334
1716,1716,3664,frc4362,Gems,2012.0,Michigan,4362,"['2018cmpmi', '2018micmp1', '2018mimil', '2018mitry', '2018ohmv']",167.98633340500066,15.634924505967682,152.35140889903306
1717,1717,3666,frc4364,Metal Jackets,2012.0,Texas,4364,['2018txlu'],59.72092848751181,78.03856115702982,-18.317632669518122
1718,1718,3673,frc4371,Tecmilenio-ART-4371,2012.0,Mexico,4371,['2018mxto'],28.71747714612951,168.31616535143678,-139.59868820530724
1719,1719,3675,frc4373,RooBotics,2012.0,Pennsylvania,4373,"['2018paphi', '2018pawch']",75.9808770415811,106.71008382318652,-30.72920678160547
1720,1720,3677,frc4375,Westend Gearbusters,2012.0,Michigan,4375,"['2018miesc', '2018milsu']",117.9049167669975,85.13596874799288,32.76894801900464
1721,1721,3678,frc4376,Raydernators,2012.0,Michigan,4376,"['2018migay', '2018mitvc']",109.38436430057044,79.14677072630806,30.237593574262412
1722,1722,3679,frc4377,Boyne City Blaze,2012.0,Michigan,4377,"['2018micmp4', '2018milsu', '2018mitvc']",97.81695155928765,134.87299850624575,-37.05604694695834
1723,1723,3680,frc4378,Dark Knights,2012.0,Texas,4378,['2018txel'],91.86541372671304,95.95922294590045,-4.0938092191874205
1724,1724,3682,frc4380,Dynomite,2012.0,Michigan,4380,"['2018mike2', '2018miliv']",31.627303031820837,139.77345530274604,-108.14615227092514
1725,1725,3683,frc4381,Twisted Devils,2012.0,Michigan,4381,"['2018inpla', '2018micmp1', '2018mifor', '2018migul']",59.71489725796279,124.19329889334873,-64.47840163538595
1726,1726,3684,frc4382,Team Trobot,2012.0,Michigan,4382,"['2018mifor', '2018mimid']",43.38788263689946,125.70273517078583,-82.31485253388641
1727,1727,3685,frc4383,The P-TECH Fly-Bots,2012.0,New York,4383,['2018nyny'],86.48551358710708,93.80965775676762,-7.324144169660552
1728,1728,3686,frc4384,Benzene Bots,2012.0,Michigan,4384,"['2018micmp1', '2018migib', '2018miken']",99.38785677526955,85.80471124319006,13.583145532079625
1729,1729,3688,frc4386,Mecha-maniacs,2012.0,Colorado,4386,['2018code'],58.13033943330872,133.92125447192538,-75.79091503861666
1730,1730,3690,frc4388,Ridgebotics,2012.0,Colorado,4388,"['2018code', '2018mokc2']",149.9365321908486,58.44972044153133,91.4868117493173
1731,1731,3692,frc4390,ATA  Coregears,2012.0,Michigan,4390,"['2018milsu', '2018miwat']",33.51637998781393,132.50254851131808,-98.98616852350423
1732,1732,3693,frc4391,BraveBots,2012.0,Michigan,4391,"['2018micmp2', '2018miesc', '2018milsu']",160.0333646976937,41.96838082854351,118.06498386914996
1733,1733,3694,frc4392,The Deceivers,2012.0,Michigan,4392,"['2018micmp1', '2018milsu', '2018mitvc']",154.54200928001129,42.409767926096826,112.13224135391418
1734,1734,3696,frc4395,Dundee Vi-Borgs,2012.0,Michigan,4395,"['2018mibel', '2018mifor', '2018milin']",95.18768058612068,101.24593353369441,-6.05825294757373
1735,1735,3698,frc4397,TEAM Clutch Robotics,2012.0,Minnesota,4397,['2018mndu'],40.243873880088856,196.84992015958295,-156.60604627949394
1736,1736,3699,frc4398,Imprimis Deo,2012.0,Michigan,4398,"['2018migay', '2018mitvc']",72.10994465134569,66.25230879630473,5.857635855040943
1737,1737,3700,frc4400,CERBOTICS,2012.0,Coahuila,4400,"['2018arli', '2018cmptx', '2018mxto']",134.2563935286871,106.25197036651613,28.004423162170998
1738,1738,3701,frc4401,CETMOV,2012.0,Coahuila,4401,"['2018cmptx', '2018mxmo', '2018mxto']",115.00672569117742,88.89201688957456,26.11470880160289
1739,1739,3703,frc4403,ROULT,2012.0,Coahuila,4403,"['2018arli', '2018mxto']",33.382753719913765,49.429045526924995,-16.046291807011233
1740,1740,3705,frc4405,The Atoms Family,2012.0,Michigan,4405,"['2018mibel', '2018micmp2', '2018migib', '2018onwin']",149.10115289710632,99.13715917881498,49.96399371829127
1741,1741,3708,frc4408,Panthera Machina,2012.0,Michigan,4408,"['2018migul', '2018milak']",55.72649048569855,117.00943459917761,-61.282944113479004
1742,1742,3709,frc4409,Ground Zero,2012.0,Michigan,4409,"['2018miken', '2018misjo']",100.6213948002696,79.25252742860053,21.36886737166908
1743,1743,3712,frc4412,The Astroneers,2012.0,Texas,4412,['2018txsa'],37.6784909170714,120.4400157242823,-82.76152480721093
1744,1744,3715,frc4415,EPIC Robotz,2012.0,California,4415,"['2018azfl', '2018cair']",112.86202642914301,86.0805222894665,26.781504139676372
1745,1745,3716,frc4416,Skynet,2012.0,Tel-Aviv,4416,"['2018iscmp', '2018isde2', '2018isde4']",95.25259996250054,118.91753000380616,-23.664930041305638
1746,1746,3717,frc4418,Team IMPULSE,2012.0,Colorado,4418,['2018code'],73.84432139656583,126.07055692344562,-52.226235526879705
1747,1747,3718,frc4450,Olympia Robotics Federation,2013.0,Washington,4450,"['2018pncmp', '2018wamou', '2018wasno']",134.0320539492757,103.40795963933756,30.624094309938226
1748,1748,3719,frc4451,ROBOTZ Garage,2013.0,South Carolina,4451,"['2018alhu', '2018cmptx', '2018scmb']",149.50752450340804,57.57168967216587,91.93583483124218
1749,1749,3721,frc4453,The Red Hot Chili Bots,2013.0,Michigan,4453,"['2018migib', '2018migul']",61.41785188633047,126.4942140422772,-65.07636215594687
1750,1750,3722,frc4454,Artisan Rockets,2013.0,Pennsylvania,4454,"['2018pahat', '2018paphi']",70.51414546522594,104.46399161181736,-33.94984614659149
1751,1751,3723,frc4455,The Burger Bots,2013.0,Missouri,4455,['2018mokc2'],11.486158806590165,119.24754593660913,-107.761387130019
1752,1752,3724,frc4456,Mech Cadets,2013.0,District of Columbia,4456,"['2018chcmp', '2018mdedg', '2018vagdc']",74.90548680053409,101.52174224072144,-26.61625544018735
1753,1753,3726,frc4458,Infernobotix,2013.0,New York,4458,"['2018cmpmi', '2018nyli2', '2018nyrer', '2018nytr']",65.07514275493776,49.34850230610611,15.726640448831594
1754,1754,3727,frc4459,LeoTechs,2013.0,Georgia,4459,"['2018gacmp', '2018gacol', '2018gadal']",95.13002199757734,56.57575514473975,38.55426685283758
1755,1755,3729,frc4461,Ramen,2013.0,Washington,4461,"['2018waahs', '2018waamv']",53.81729841531546,88.49541727152743,-34.67811885621204
1756,1756,3730,frc4462,Full Metal Jackets,2013.0,Tennessee,4462,['2018tnkn'],120.6823341923019,120.02553974170314,0.6567944505987813
1757,1757,3732,frc4464,Team Illusion,2013.0,Maryland,4464,"['2018mdoxo', '2018vagdc']",42.614583796247395,120.75457426765858,-78.13999047141118
1758,1758,3734,frc4466,Robo Hamsters,2013.0,Virginia,4466,"['2018cmpmi', '2018vabla', '2018vagle']",83.37517298134512,148.2825579968986,-64.90738501555343
1759,1759,3735,frc4467,Titanium Titans,2013.0,Pennsylvania,4467,"['2018ohmv', '2018paca']",91.54524041966667,121.23385178810548,-29.688611368438753
1760,1760,3736,frc4468,Fernbank LINKS,2013.0,Georgia,4468,"['2018cmptx', '2018gaalb', '2018gacmp', '2018gadul']",107.57914180137978,78.44891945634346,29.13022234503633
1761,1761,3737,frc4469,R.A.I.D. (Raider Artificial Intelligence DIvision),2013.0,Washington,4469,"['2018pncmp', '2018waahs', '2018wamou']",128.23996269507103,66.71347395065271,61.526488744418344
1762,1762,3738,frc4470,TiGears,2013.0,California,4470,['2018caav'],112.6536276892545,122.67495415207495,-10.021326462820495
1763,1763,3739,frc4471,SPARTRONS,2013.0,Florida,4471,"['2018flor', '2018flwp']",67.12984570110882,75.79833561967712,-8.66848991856834
1764,1764,3740,frc4472,SuperNOVA,2013.0,Virginia,4472,"['2018chcmp', '2018cmpmi', '2018mdedg', '2018vahay']",157.95451488785514,61.79579363252318,96.158721255332
1765,1765,3741,frc4473,Delta Prime,2013.0,Maine,4473,"['2018marea', '2018melew']",92.39879664064776,121.2117577517406,-28.81296111109276
1766,1766,3744,frc4476,W.A.F.F.L.E.S.,2013.0,Ontario,4476,"['2018oncmp1', '2018onnob', '2018onosh']",184.22312564964588,37.1024503482813,147.1206753013645
1767,1767,3748,frc4480,UC-Botics,2013.0,Minnesota,4480,['2018mndu'],15.02083925858718,143.4161153577894,-128.3952760992023
1768,1768,3749,frc4481,Team Rembrandts,2013.0,Noord-Brabant,4481,"['2018cmpmi', '2018flor', '2018scmb']",117.7731992421902,81.59591904834681,36.177280193843465
1769,1769,3750,frc4482,ID Robotics,2013.0,Michigan,4482,"['2018miken', '2018milak']",80.73550665171786,99.4777660742254,-18.742259422507537
1770,1770,3753,frc4485,Tribe Tech Robotics,2013.0,Indiana,4485,"['2018incmp', '2018inmis', '2018inpla']",81.79614613980682,59.519525515667944,22.276620624138854
1771,1771,3754,frc4486,Blue Prints,2013.0,California,4486,"['2018casd', '2018nvlv']",135.007473249062,82.44815930469223,52.55931394436974
1772,1772,3756,frc4488,Shockwave,2013.0,Oregon,4488,"['2018cmptx', '2018orwil', '2018pncmp', '2018wasno']",144.1100769456345,89.70691525143668,54.40316169419788
1773,1773,3763,frc4495,Kittitas County Robotics/ Team Haywire,2013.0,Washington,4495,"['2018waspo', '2018wayak']",110.78876065456231,89.19530581752878,21.593454837033505
1774,1774,3764,frc4496,Sonoran Storm Robotics,2013.0,Arizona,4496,['2018azpx'],76.98606057078646,105.55829987630852,-28.57223930552203
1775,1775,3767,frc4499,The Highlanders,2013.0,Colorado,4499,"['2018cmptx', '2018code', '2018mokc2']",103.20049372447971,75.65952842956098,27.540965294918742
1776,1776,3768,frc4500,RoboHounds,2013.0,Missouri,4500,"['2018iacf', '2018mosl']",65.61310936554568,126.27539732355827,-60.66228795801256
1777,1777,3769,frc4501,Humans,2013.0,California,4501,"['2018cave', '2018cmptx', '2018nvlv']",43.91960688933379,118.10611603355859,-74.18650914422476
1778,1778,3772,frc4504,B. C. Robotics,2013.0,Tennessee,4504,"['2018scmb', '2018tnkn']",42.02330785121464,136.94281797642347,-94.91951012520873
1779,1779,3773,frc4505,McDonogh Robotics,2013.0,Maryland,4505,"['2018vabla', '2018vagdc']",85.52097225245609,119.89577272757631,-34.37480047512019
1780,1780,3774,frc4506,PioNerds,2013.0,Minnesota,4506,"['2018iacf', '2018mndu2']",26.575767610737945,94.90517019693311,-68.3294025861952
1781,1781,3776,frc4508,Steel Stallions,2013.0,New York,4508,['2018nytr'],113.59373823181856,113.7121864065693,-0.11844817475073399
1782,1782,3777,frc4509,Mechanical Bulls,2013.0,Georgia,4509,"['2018gadal', '2018gadul']",96.94526113862852,67.95300823856434,28.992252900064205
1783,1783,3779,frc4511,Power Amplified,2013.0,Minnesota,4511,['2018mndu2'],96.64790521328214,102.2176585864083,-5.5697533731262645
1784,1784,3780,frc4512,BEAR bots,2013.0,Washington,4512,"['2018pncmp', '2018wamou', '2018wasno']",89.46128741841949,120.16335933417014,-30.70207191575066
1785,1785,3781,frc4513,Circuit Breakers,2013.0,Washington,4513,"['2018cmptx', '2018orore', '2018pncmp', '2018waspo']",167.28893116781288,58.18687633349824,109.1020548343145
1786,1786,3782,frc4514,Calvert STEAM Works,2013.0,Maryland,4514,"['2018mdoxo', '2018vahay']",84.91814849830544,90.78247612148022,-5.864327623174768
1787,1787,3784,frc4516,Hyperion,2013.0,Georgia,4516,"['2018gaalb', '2018gacol']",41.28977841869998,123.5047648309326,-82.2149864122326
1788,1788,3787,frc4519,King's Robotics,2013.0,Ontario,4519,"['2018onham', '2018onnob']",57.220073732269086,113.25528826238533,-56.035214530116264
1789,1789,3789,frc4521,Harrison Robotics,2013.0,Ohio,4521,"['2018ohmv', '2018paca']",100.16723651352785,101.47316473153059,-1.3059282180029044
1790,1790,3790,frc4522,Team SCREAM,2013.0,Missouri,4522,"['2018cmptx', '2018mokc2', '2018paca', '2018wila']",146.19229152786303,56.16713885883456,90.02515266902844
1791,1791,3791,frc4523,MCROBO,2013.0,Oklahoma,4523,"['2018arli', '2018okok']",108.31179711446362,106.29339442848375,2.0184026859797206
1792,1792,3793,frc4525,Renaissance Robotics,2013.0,Ontario,4525,"['2018oncmp2', '2018onlon', '2018onwat']",141.64598993816068,85.34579130228603,56.30019863587472
1793,1793,3796,frc4528,Automatons,2013.0,New York,4528,['2018nyli2'],0.0,0.0,0.0
1794,1794,3799,frc4531,STEMpunk,2013.0,Wisconsin,4531,"['2018cmpmi', '2018mndu2', '2018wila']",98.06403978879943,88.60572199787175,9.458317790927717
1795,1795,3801,frc4533,Wando Adv. Robotics,2013.0,South Carolina,4533,"['2018alhu', '2018flwp']",181.77370652154016,61.1090128880312,120.66469363350902
1796,1796,3802,frc4534,Wired Wizards,2013.0,North Carolina,4534,"['2018ncpem', '2018ncwin']",68.57165597192873,95.1389884751276,-26.56733250319887
1797,1797,3804,frc4536,MinuteBots,2013.0,Minnesota,4536,"['2018mndu', '2018mnmi']",76.03260355335394,125.08357880615051,-49.05097525279672
1798,1798,3805,frc4537,RoboRoos,2013.0,South Australia,4537,['2018ausc'],85.50873907893711,74.05231244940346,11.456426629533695
1799,1799,3807,frc4539,KAOTIC Robotics,2013.0,Minnesota,4539,"['2018cmpmi', '2018mndu', '2018ndgf']",191.25045681600483,9.45896466529584,181.79149215070913
1800,1800,3809,frc4541,CAV-ineers,2013.0,Maryland,4541,"['2018chcmp', '2018cmpmi', '2018mdedg', '2018mdoxo']",130.4251214469173,72.53212258784397,57.89299885907337
1801,1801,3814,frc4546,ShockWave,2013.0,New Hampshire,4546,"['2018melew', '2018nhdur']",106.23760291550953,106.18223763284601,0.05536528266353358
1802,1802,3815,frc4547,WestyTek,2013.0,Pennsylvania,4547,['2018paca'],16.871908818524346,164.1416156229309,-147.2697068044067
1803,1803,3817,frc4549,Iron Bulls,2013.0,Minnesota,4549,"['2018mndu2', '2018mnmi']",57.8916796231186,148.24883700051794,-90.35715737739935
1804,1804,3818,frc4550,Something's Bruin,2013.0,Colorado,4550,"['2018code', '2018utwv']",170.39718493818083,33.549467031129936,136.84771790705094
1805,1805,3823,frc4555,Sprocketology,2013.0,Maine,4555,"['2018melew', '2018nhdur']",65.38677869802103,118.53702773300581,-53.1502490349848
1806,1806,3825,frc4557,FullMetal Falcons,2013.0,Connecticut,4557,"['2018ctsct', '2018ctwat', '2018necmp']",143.04631194745605,93.26405342834556,49.782258519110506
1807,1807,3829,frc4561,TerrorBytes,2013.0,North Carolina,4561,"['2018cmptx', '2018ncash', '2018nccmp', '2018ncgre']",175.71052326394457,48.68265880002003,127.02786446392456
1808,1808,3830,frc4562,RIOT,2013.0,Florida,4562,"['2018flor', '2018flwp']",40.458021911078134,115.82260574606492,-75.36458383498675
1809,1809,3832,frc4564,Orange Chaos,2013.0,Maine,4564,"['2018mawor', '2018melew', '2018necmp']",133.46695172749733,51.933993539937006,81.53295818756044
1810,1810,3833,frc4565,Coyotes,2013.0,Arizona,4565,"['2018azfl', '2018azpx']",143.28784624873217,100.80583524463108,42.482011004101054
1811,1811,3835,frc4567,The Mechanized Mafia,2013.0,New York,4567,['2018nyli2'],0.0,0.0,0.0
1812,1812,3836,frc4568,Robot Commander,2013.0,Michigan,4568,"['2018milan', '2018milin']",62.84470616634595,107.73869144576273,-44.893985279416746
1813,1813,3839,frc4571,Rambots,2013.0,New York,4571,"['2018nyny', '2018nysu']",64.34902281031538,108.72747261971205,-44.37844980939673
1814,1814,3840,frc4572,BArlow RobAutics,2013.0,Connecticut,4572,"['2018ctsct', '2018ctwat']",49.350514145487026,119.23218940206615,-69.8816752565792
1815,1815,3841,frc4573,SRNJRambotics,2013.0,New Jersey,4573,"['2018njbri', '2018njski']",90.13255725946802,130.03504559744346,-39.902488337975456
1816,1816,3843,frc4575,The Tin Mints,2013.0,Pennsylvania,4575,"['2018njfla', '2018njski']",69.12677677018009,121.68576196747237,-52.55898519729232
1817,1817,3844,frc4576,Red Nation Robotics,2013.0,Tennessee,4576,"['2018arli', '2018cmptx', '2018tnkn']",72.46312552887578,100.0736760262649,-27.610550497389113
1818,1818,3846,frc4578,CometBots,2013.0,California,4578,['2018cave'],64.91273027921754,105.46846837712842,-40.55573809791095
1819,1819,3847,frc4579,RoboEagles,2013.0,Washington,4579,"['2018waahs', '2018waamv']",47.660272752533274,125.89671454412198,-78.2364417915887
1820,1820,3848,frc4580,Conductors,2013.0,Indiana,4580,"['2018incmp', '2018inmis', '2018inwla']",70.26361903526902,82.54642021723073,-12.282801181961752
1821,1821,3850,frc4582,Robohawks ,2013.0,South Carolina,4582,['2018scmb'],133.78397883918765,36.53424494676287,97.24973389242479
1822,1822,3851,frc4583,Robosaurus,2013.0,California,4583,['2018casd'],28.541829302785512,141.63013911754143,-113.08830981475589
1823,1823,3852,frc4584,SentinelFox Engineering,2013.0,Baja California,4584,['2018mxmo'],109.3613826339328,35.57579336086889,73.78558927306392
1824,1824,3853,frc4585,Husky Robotics,2013.0,Utah,4585,"['2018idbo', '2018utwv']",106.51898023222697,112.55575224396549,-6.036772011738526
1825,1825,3854,frc4586,PRIMO,2013.0,HaMerkaz,4586,"['2018iscmp', '2018isde1', '2018isde3']",117.62892155575351,55.71575202573117,61.91316953002232
1826,1826,3855,frc4587,Jersey Voltage,2013.0,Texas,4587,"['2018cmptx', '2018txho', '2018txpa']",155.80124180549126,30.087536081445165,125.71370572404604
1827,1827,3858,frc4590,GreenBlitz,2013.0,Tel-Aviv,4590,"['2018iscmp', '2018isde1', '2018isde3']",77.76947300219219,120.78377619467626,-43.01430319248407
1828,1828,3860,frc4592,M3 Mighty Mechanical Mustangs,2013.0,Florida,4592,"['2018flor', '2018flwp']",97.59534239007128,89.5866400461286,8.008702343942687
1829,1829,3861,frc4593,Rapid Acceleration,2013.0,South Dakota,4593,['2018code'],73.73010161477649,103.22476241892565,-29.49466080414914
1830,1830,3862,frc4594,Phéminix,2013.0,Québec,4594,['2018qcmo'],106.6545560918803,68.4960090617842,38.15854703009607
1831,1831,3863,frc4595,Infinity,2013.0,Ontario,4595,"['2018onwat', '2018onwin']",76.85595067497997,109.40936309723827,-32.553412422258276
1832,1832,3865,frc4597,SABERBOTS,2013.0,Texas,4597,['2018txlu'],[],[],[]
1833,1833,3866,frc4598,ICARUS INNOVATED,2013.0,Utah,4598,"['2018idbo', '2018utwv']",57.6774087547781,110.67161073725335,-52.99420198247526
